Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
69302,22/12/2019,Shopping Midway Mall,Mochila Estampa,3,277,831
69303,22/12/2019,Iguatemi Esplanada,Sapato Linho,4,391,1564
69303,22/12/2019,Iguatemi Esplanada,Camiseta Linho,4,223,892
69303,22/12/2019,Iguatemi Esplanada,Cueca Estampa,2,66,132
69305,22/12/2019,Shopping União de Osasco,Casaco Listrado,1,269,269
69305,22/12/2019,Shopping União de Osasco,Sapato Xadrez,3,368,1104
69309,22/12/2019,Salvador Shopping,Cueca Liso,1,69,69
69310,22/12/2019,Novo Shopping Ribeirão Preto,Sapato Liso,2,368,736
69310,22/12/2019,Novo Shopping Ribeirão Preto,Camisa Gola V Estampa,3,118,354
69311,22/12/2019,Ribeirão Shopping,Mochila,4,270,1080
69312,22/12/2019,Shopping Vila Velha,Pulseira Xadrez,5,87,435
69313,22/12/2019,Ribeirão Shopping,Bermuda Linho,2,195,390
69313,22/12/2019,Ribeirão Shopping,Mochila Estampa,1,277,277
69313,22/12/2019,Ribeirão Shopping,Bermuda Estampa,3,169,507
69313,22/12/2019,Ribeirão Shopping,Terno Estampa,4,706,2824
69314,22/12/2019,Norte Shopping,Camisa Gola V,1,100,100
69314,22/12/2019,Norte Shopping,Cueca Estampa,3,66,198
69315,22/12/2019,Ribeirão Shopping,Gorro Liso,1,92,92
69317,22/12/2019,Shopping Ibirapuera,Camisa Gola V,2,100,200
69317,22/12/2019,Shopping Ibirapuera,Meia,1,30,30
69317,22/12/2019,Shopping Ibirapuera,Cueca Liso,1,69,69
69318,22/12/2019,Shopping Eldorado,Camiseta,1,180,180
69319,22/12/2019,Iguatemi Esplanada,Cueca Linho,1,93,93
69320,22/12/2019,Novo Shopping Ribeirão Preto,Camiseta Listrado,2,197,394
69322,22/12/2019,Shopping Barra,Chinelo Liso,1,71,71
69322,22/12/2019,Shopping Barra,Terno,3,700,2100
69324,22/12/2019,Shopping Morumbi,Mochila Listrado,1,275,275
69325,22/12/2019,Bourbon Shopping SP,Calça Listrado,5,181,905
69325,22/12/2019,Bourbon Shopping SP,Polo Xadrez,1,142,142
69326,22/12/2019,Shopping Center Interlagos,Pulseira Xadrez,2,87,174
69326,22/12/2019,Shopping Center Interlagos,Sunga Estampa,1,120,120
69328,22/12/2019,Shopping Barra,Chinelo Estampa,2,74,148
69328,22/12/2019,Shopping Barra,Polo Linho,2,176,352
69329,22/12/2019,Rio Mar Recife,Tênis Liso,3,266,798
69329,22/12/2019,Rio Mar Recife,Meia Liso,3,38,114
69329,22/12/2019,Rio Mar Recife,Relógio Xadrez,1,214,214
69329,22/12/2019,Rio Mar Recife,Short Liso,5,108,540
69329,22/12/2019,Rio Mar Recife,Camisa Gola V,1,100,100
69330,22/12/2019,Shopping Iguatemi Fortaleza,Cueca Linho,5,93,465
69330,22/12/2019,Shopping Iguatemi Fortaleza,Casaco Linho,1,299,299
69330,22/12/2019,Shopping Iguatemi Fortaleza,Casaco Listrado,3,269,807
69332,22/12/2019,Shopping Barra,Cinto Listrado,1,214,214
69334,22/12/2019,Shopping Midway Mall,Sapato Estampa,5,358,1790
69334,22/12/2019,Shopping Midway Mall,Pulseira,3,70,210
69335,22/12/2019,Shopping Barra,Cueca Listrado,1,67,67
69337,22/12/2019,Shopping Midway Mall,Terno Estampa,1,706,706
69337,22/12/2019,Shopping Midway Mall,Relógio,2,200,400
69337,22/12/2019,Shopping Midway Mall,Camisa Gola V Xadrez,3,107,321
69338,22/12/2019,Shopping Center Leste Aricanduva,Short Xadrez,1,100,100
69338,22/12/2019,Shopping Center Leste Aricanduva,Short Linho,1,133,133
69338,22/12/2019,Shopping Center Leste Aricanduva,Calça,5,170,850
69339,22/12/2019,Shopping Center Interlagos,Camiseta Xadrez,2,200,400
69339,22/12/2019,Shopping Center Interlagos,Camisa Gola V Linho,1,145,145
69339,22/12/2019,Shopping Center Interlagos,Sunga Xadrez,1,116,116
69342,22/12/2019,Bourbon Shopping SP,Camiseta Estampa,1,196,196
69342,22/12/2019,Bourbon Shopping SP,Polo Xadrez,4,142,568
69342,22/12/2019,Bourbon Shopping SP,Sapato Linho,3,391,1173
69343,22/12/2019,Shopping Center Leste Aricanduva,Pulseira,2,70,140
69343,22/12/2019,Shopping Center Leste Aricanduva,Camiseta Listrado,2,197,394
69343,22/12/2019,Shopping Center Leste Aricanduva,Cinto,3,200,600
69343,22/12/2019,Shopping Center Leste Aricanduva,Cinto Linho,1,248,248
69344,22/12/2019,Iguatemi Campinas,Mochila Xadrez,4,283,1132
69344,22/12/2019,Iguatemi Campinas,Polo Estampa,2,138,276
69346,22/12/2019,Parque Dom Pedro Shopping,Camiseta,2,180,360
69346,22/12/2019,Parque Dom Pedro Shopping,Cinto Estampa,1,209,209
69346,22/12/2019,Parque Dom Pedro Shopping,Gorro Listrado,1,97,97
69346,22/12/2019,Parque Dom Pedro Shopping,Cinto Linho,2,248,496
69347,22/12/2019,Novo Shopping Ribeirão Preto,Gorro Liso,3,92,276
69349,22/12/2019,Shopping Ibirapuera,Calça,1,170,170
69349,22/12/2019,Shopping Ibirapuera,Bermuda Linho,2,195,390
69349,22/12/2019,Shopping Ibirapuera,Meia Linho,1,78,78
69350,22/12/2019,Shopping Vila Velha,Camisa,3,100,300
69351,22/12/2019,Norte Shopping,Tênis Xadrez,1,259,259
69352,22/12/2019,Ribeirão Shopping,Polo Listrado,2,149,298
69352,22/12/2019,Ribeirão Shopping,Camisa Gola V Xadrez,1,107,107
69353,22/12/2019,Shopping SP Market,Casaco Liso,5,255,1275
69353,22/12/2019,Shopping SP Market,Polo Xadrez,1,142,142
69353,22/12/2019,Shopping SP Market,Pulseira Xadrez,4,87,348
69354,22/12/2019,Shopping Midway Mall,Tênis Xadrez,1,259,259
69355,22/12/2019,Center Shopping Uberlândia,Polo,2,130,260
69356,22/12/2019,Shopping Barra,Short Listrado,2,102,204
69356,22/12/2019,Shopping Barra,Relógio Linho,3,240,720
69357,22/12/2019,Norte Shopping,Gorro Xadrez,3,85,255
69357,22/12/2019,Norte Shopping,Sunga Liso,1,114,114
69358,22/12/2019,Salvador Shopping,Camisa Estampa,2,113,226
69358,22/12/2019,Salvador Shopping,Camiseta Liso,3,187,561
69358,22/12/2019,Salvador Shopping,Camiseta Xadrez,1,200,200
69359,22/12/2019,Ribeirão Shopping,Sapato Listrado,1,363,363
69359,22/12/2019,Ribeirão Shopping,Camiseta Listrado,5,197,985
69359,22/12/2019,Ribeirão Shopping,Camisa Gola V Linho,1,145,145
69360,22/12/2019,Shopping SP Market,Casaco,1,250,250
69361,22/12/2019,Salvador Shopping,Camisa Estampa,1,113,113
69361,22/12/2019,Salvador Shopping,Sunga,3,100,300
69362,22/12/2019,Shopping União de Osasco,Calça Linho,1,211,211
69364,22/12/2019,Passei das Águas Shopping,Bermuda Estampa,4,169,676
69365,22/12/2019,Shopping Morumbi,Short Linho,3,133,399
69365,22/12/2019,Shopping Morumbi,Sunga Estampa,4,120,480
69366,22/12/2019,Norte Shopping,Chinelo Liso,4,71,284
69367,22/12/2019,Shopping Center Leste Aricanduva,Bermuda Listrado,3,163,489
69367,22/12/2019,Shopping Center Leste Aricanduva,Calça Estampa,1,177,177
69368,22/12/2019,Salvador Shopping,Chinelo Liso,2,71,142
69370,22/12/2019,Rio Mar Recife,Polo Linho,4,176,704
69371,22/12/2019,Palladium Shopping Curitiba,Chinelo Linho,1,105,105
69371,22/12/2019,Palladium Shopping Curitiba,Mochila Listrado,1,275,275
69371,22/12/2019,Palladium Shopping Curitiba,Tênis Linho,1,294,294
69372,22/12/2019,Passei das Águas Shopping,Camisa Liso,3,105,315
69373,22/12/2019,Shopping Barra,Camiseta Listrado,1,197,197
69374,22/12/2019,Rio Mar Shopping Fortaleza,Terno Xadrez,5,709,3545
69374,22/12/2019,Rio Mar Shopping Fortaleza,Pulseira,2,70,140
69374,22/12/2019,Rio Mar Shopping Fortaleza,Chinelo Xadrez,2,66,132
69376,23/12/2019,Salvador Shopping,Camiseta,2,180,360
69377,23/12/2019,Novo Shopping Ribeirão Preto,Sapato,1,350,350
69377,23/12/2019,Novo Shopping Ribeirão Preto,Cueca Estampa,3,66,198
69378,23/12/2019,Shopping Recife,Camiseta Liso,2,187,374
69378,23/12/2019,Shopping Recife,Camiseta,2,180,360
69378,23/12/2019,Shopping Recife,Camiseta Liso,5,187,935
69378,23/12/2019,Shopping Recife,Polo Estampa,1,138,138
69378,23/12/2019,Shopping Recife,Camiseta,2,180,360
69378,23/12/2019,Shopping Recife,Sapato Estampa,3,358,1074
69379,23/12/2019,Bourbon Shopping SP,Sunga Listrado,1,114,114
69379,23/12/2019,Bourbon Shopping SP,Mochila Xadrez,1,283,283
69381,23/12/2019,Ribeirão Shopping,Terno Listrado,1,709,709
69381,23/12/2019,Ribeirão Shopping,Pulseira Estampa,1,87,87
69381,23/12/2019,Ribeirão Shopping,Sunga Estampa,3,120,360
69382,23/12/2019,Rio Mar Recife,Mochila Linho,1,311,311
69382,23/12/2019,Rio Mar Recife,Tênis Listrado,2,262,524
69382,23/12/2019,Rio Mar Recife,Terno Xadrez,3,709,2127
69382,23/12/2019,Rio Mar Recife,Chinelo,2,60,120
69382,23/12/2019,Rio Mar Recife,Terno Estampa,1,706,706
69382,23/12/2019,Rio Mar Recife,Tênis Linho,3,294,882
69385,23/12/2019,Shopping Eldorado,Tênis Liso,2,266,532
69385,23/12/2019,Shopping Eldorado,Sunga Estampa,1,120,120
69386,23/12/2019,Shopping Center Interlagos,Cueca Listrado,2,67,134
69386,23/12/2019,Shopping Center Interlagos,Sunga Estampa,2,120,240
69386,23/12/2019,Shopping Center Interlagos,Mochila Listrado,1,275,275
69387,23/12/2019,Iguatemi Campinas,Tênis Linho,5,294,1470
69387,23/12/2019,Iguatemi Campinas,Camisa Liso,2,105,210
69387,23/12/2019,Iguatemi Campinas,Mochila,1,270,270
69388,23/12/2019,Shopping Barra,Tênis Xadrez,5,259,1295
69388,23/12/2019,Shopping Barra,Mochila,3,270,810
69388,23/12/2019,Shopping Barra,Bermuda,1,150,150
69389,23/12/2019,Iguatemi Campinas,Meia Liso,1,38,38
69389,23/12/2019,Iguatemi Campinas,Terno Linho,5,750,3750
69389,23/12/2019,Iguatemi Campinas,Mochila,4,270,1080
69390,23/12/2019,Shopping União de Osasco,Short Linho,2,133,266
69390,23/12/2019,Shopping União de Osasco,Cinto Liso,3,209,627
69394,23/12/2019,Salvador Shopping,Short Xadrez,1,100,100
69394,23/12/2019,Salvador Shopping,Terno Xadrez,3,709,2127
69394,23/12/2019,Salvador Shopping,Sunga Linho,2,149,298
69395,23/12/2019,Rio Mar Shopping Fortaleza,Polo Xadrez,1,142,142
69395,23/12/2019,Rio Mar Shopping Fortaleza,Gorro Listrado,1,97,97
69395,23/12/2019,Rio Mar Shopping Fortaleza,Sapato Liso,4,368,1472
69397,23/12/2019,Palladium Shopping Curitiba,Bermuda,4,150,600
69397,23/12/2019,Palladium Shopping Curitiba,Casaco Estampa,4,256,1024
69398,23/12/2019,Rio Mar Recife,Polo Xadrez,4,142,568
69398,23/12/2019,Rio Mar Recife,Terno Estampa,1,706,706
69398,23/12/2019,Rio Mar Recife,Camiseta Estampa,1,196,196
69399,23/12/2019,Bourbon Shopping SP,Relógio Liso,1,216,216
69399,23/12/2019,Bourbon Shopping SP,Camisa Estampa,1,113,113
69401,23/12/2019,Shopping Midway Mall,Relógio Xadrez,2,214,428
69403,23/12/2019,Norte Shopping,Cueca Xadrez,1,60,60
69404,23/12/2019,Iguatemi Campinas,Gorro Listrado,2,97,194
69405,23/12/2019,Shopping Recife,Chinelo Listrado,1,73,73
69405,23/12/2019,Shopping Recife,Casaco Listrado,4,269,1076
69407,23/12/2019,Iguatemi Campinas,Sapato Liso,5,368,1840
69407,23/12/2019,Iguatemi Campinas,Cueca Linho,3,93,279
69409,23/12/2019,Shopping Vila Velha,Mochila Xadrez,3,283,849
69409,23/12/2019,Shopping Vila Velha,Short Linho,2,133,266
69410,23/12/2019,Iguatemi Campinas,Gorro Listrado,2,97,194
69410,23/12/2019,Iguatemi Campinas,Meia Xadrez,2,41,82
69411,23/12/2019,Shopping Vila Velha,Gorro Xadrez,4,85,340
69412,23/12/2019,Shopping Iguatemi Fortaleza,Terno,2,700,1400
69412,23/12/2019,Shopping Iguatemi Fortaleza,Terno Estampa,1,706,706
69413,23/12/2019,Shopping Midway Mall,Calça Liso,2,190,380
69413,23/12/2019,Shopping Midway Mall,Terno Liso,3,720,2160
69413,23/12/2019,Shopping Midway Mall,Casaco,2,250,500
69413,23/12/2019,Shopping Midway Mall,Cueca Linho,3,93,279
69416,23/12/2019,Shopping União de Osasco,Cinto Linho,3,248,744
69416,23/12/2019,Shopping União de Osasco,Terno Linho,3,750,2250
69416,23/12/2019,Shopping União de Osasco,Casaco Liso,1,255,255
69417,23/12/2019,Shopping Vila Velha,Short Listrado,4,102,408
69420,23/12/2019,Rio Mar Shopping Fortaleza,Sapato Listrado,2,363,726
69421,23/12/2019,Bourbon Shopping SP,Calça Linho,3,211,633
69421,23/12/2019,Bourbon Shopping SP,Calça Liso,2,190,380
69421,23/12/2019,Bourbon Shopping SP,Cinto Liso,1,209,209
69421,23/12/2019,Bourbon Shopping SP,Terno Xadrez,2,709,1418
69421,23/12/2019,Bourbon Shopping SP,Cinto Xadrez,2,215,430
69421,23/12/2019,Bourbon Shopping SP,Tênis,3,250,750
69421,23/12/2019,Bourbon Shopping SP,Short Linho,1,133,133
69422,23/12/2019,Shopping Barra,Terno,2,700,1400
69423,23/12/2019,Shopping Midway Mall,Sunga Xadrez,1,116,116
69423,23/12/2019,Shopping Midway Mall,Bermuda Listrado,1,163,163
69423,23/12/2019,Shopping Midway Mall,Relógio Linho,1,240,240
69424,23/12/2019,Novo Shopping Ribeirão Preto,Chinelo Listrado,3,73,219
69425,23/12/2019,Norte Shopping,Sunga Estampa,3,120,360
69425,23/12/2019,Norte Shopping,Bermuda Linho,2,195,390
69427,23/12/2019,Rio Mar Recife,Chinelo Estampa,1,74,74
69428,23/12/2019,Shopping Center Interlagos,Relógio Listrado,1,218,218
69428,23/12/2019,Shopping Center Interlagos,Gorro Xadrez,1,85,85
69429,23/12/2019,Parque Dom Pedro Shopping,Gorro Liso,5,92,460
69429,23/12/2019,Parque Dom Pedro Shopping,Cueca,1,50,50
69430,23/12/2019,Iguatemi Esplanada,Polo Xadrez,5,142,710
69431,23/12/2019,Shopping Morumbi,Short Xadrez,1,100,100
69431,23/12/2019,Shopping Morumbi,Terno Estampa,3,706,2118
69432,23/12/2019,Bourbon Shopping SP,Meia Xadrez,1,41,41
69433,23/12/2019,Iguatemi Campinas,Relógio Listrado,2,218,436
69434,23/12/2019,Rio Mar Shopping Fortaleza,Relógio Listrado,1,218,218
69435,23/12/2019,Shopping Eldorado,Casaco Estampa,1,256,256
69437,23/12/2019,Shopping União de Osasco,Camisa Linho,3,141,423
69438,23/12/2019,Shopping SP Market,Meia Listrado,1,37,37
69439,23/12/2019,Shopping Eldorado,Pulseira Linho,1,114,114
69439,23/12/2019,Shopping Eldorado,Polo Liso,3,137,411
69439,23/12/2019,Shopping Eldorado,Sunga Listrado,1,114,114
69441,23/12/2019,Shopping Recife,Sunga Liso,1,114,114
69442,23/12/2019,Iguatemi Esplanada,Calça Estampa,5,177,885
69442,23/12/2019,Iguatemi Esplanada,Cinto Liso,1,209,209
69442,23/12/2019,Iguatemi Esplanada,Meia Linho,3,78,234
69443,23/12/2019,Bourbon Shopping SP,Camisa Gola V Listrado,4,116,464
69443,23/12/2019,Bourbon Shopping SP,Camiseta Liso,4,187,748
69443,23/12/2019,Bourbon Shopping SP,Short Listrado,1,102,102
69443,23/12/2019,Bourbon Shopping SP,Polo Xadrez,1,142,142
69445,23/12/2019,Ribeirão Shopping,Sapato Estampa,2,358,716
69445,23/12/2019,Ribeirão Shopping,Meia Linho,2,78,156
69445,23/12/2019,Ribeirão Shopping,Tênis Listrado,1,262,262
69445,23/12/2019,Ribeirão Shopping,Sapato Estampa,2,358,716
69446,23/12/2019,Salvador Shopping,Polo Liso,2,137,274
69446,23/12/2019,Salvador Shopping,Bermuda Liso,3,157,471
69447,23/12/2019,Norte Shopping,Mochila Estampa,1,277,277
69447,23/12/2019,Norte Shopping,Terno Linho,1,750,750
69448,23/12/2019,Center Shopping Uberlândia,Casaco Xadrez,1,259,259
69448,23/12/2019,Center Shopping Uberlândia,Casaco Estampa,1,256,256
69449,23/12/2019,Shopping Eldorado,Camiseta,3,180,540
69450,23/12/2019,Shopping Eldorado,Pulseira Listrado,4,79,316
69450,23/12/2019,Shopping Eldorado,Bermuda Estampa,1,169,169
69451,23/12/2019,Shopping União de Osasco,Sapato Linho,2,391,782
69452,23/12/2019,Salvador Shopping,Pulseira Linho,3,114,342
69453,23/12/2019,Shopping Eldorado,Camisa Gola V Estampa,2,118,236
69453,23/12/2019,Shopping Eldorado,Casaco Linho,3,299,897
69454,23/12/2019,Salvador Shopping,Camisa Gola V,3,100,300
69454,23/12/2019,Salvador Shopping,Sunga Liso,2,114,228
69455,23/12/2019,Rio Mar Shopping Fortaleza,Sapato Linho,5,391,1955
69455,23/12/2019,Rio Mar Shopping Fortaleza,Bermuda Listrado,2,163,326
69457,23/12/2019,Rio Mar Shopping Fortaleza,Chinelo Liso,4,71,284
69457,23/12/2019,Rio Mar Shopping Fortaleza,Sapato Linho,1,391,391
69457,23/12/2019,Rio Mar Shopping Fortaleza,Cueca Estampa,1,66,66
69457,23/12/2019,Rio Mar Shopping Fortaleza,Bermuda Estampa,2,169,338
69458,23/12/2019,Salvador Shopping,Sunga Liso,1,114,114
69458,23/12/2019,Salvador Shopping,Sapato Linho,4,391,1564
69458,23/12/2019,Salvador Shopping,Camiseta Liso,1,187,187
69458,23/12/2019,Salvador Shopping,Terno,2,700,1400
69458,23/12/2019,Salvador Shopping,Short,3,90,270
69459,23/12/2019,Bourbon Shopping SP,Mochila Estampa,1,277,277
69459,23/12/2019,Bourbon Shopping SP,Casaco Estampa,1,256,256
69460,23/12/2019,Norte Shopping,Bermuda,2,150,300
69460,23/12/2019,Norte Shopping,Sunga Listrado,2,114,228
69460,23/12/2019,Norte Shopping,Camisa Gola V Linho,5,145,725
69461,23/12/2019,Rio Mar Recife,Polo Listrado,3,149,447
69462,23/12/2019,Shopping Center Interlagos,Chinelo Xadrez,2,66,132
69463,23/12/2019,Rio Mar Shopping Fortaleza,Bermuda,1,150,150
69464,23/12/2019,Iguatemi Esplanada,Gorro Estampa,1,93,93
69466,23/12/2019,Shopping Recife,Sunga Linho,1,149,149
69466,23/12/2019,Shopping Recife,Gorro Xadrez,4,85,340
69467,23/12/2019,Rio Mar Recife,Calça Liso,1,190,190
69468,23/12/2019,Shopping Iguatemi Fortaleza,Casaco Liso,2,255,510
69469,23/12/2019,Shopping Midway Mall,Cinto Listrado,1,214,214
69469,23/12/2019,Shopping Midway Mall,Terno Linho,1,750,750
69470,23/12/2019,Rio Mar Recife,Bermuda Estampa,1,169,169
69470,23/12/2019,Rio Mar Recife,Short Listrado,2,102,204
69471,23/12/2019,Shopping Vila Velha,Calça,5,170,850
69472,23/12/2019,Shopping Ibirapuera,Relógio Estampa,1,219,219
69472,23/12/2019,Shopping Ibirapuera,Sunga Xadrez,1,116,116
69472,23/12/2019,Shopping Ibirapuera,Sapato Liso,2,368,736
69473,23/12/2019,Shopping União de Osasco,Casaco Listrado,5,269,1345
69474,23/12/2019,Shopping Ibirapuera,Camisa Gola V Liso,2,118,236
69474,23/12/2019,Shopping Ibirapuera,Casaco Liso,2,255,510
69474,23/12/2019,Shopping Ibirapuera,Short Linho,1,133,133
69475,23/12/2019,Ribeirão Shopping,Casaco,1,250,250
69475,23/12/2019,Ribeirão Shopping,Cinto Liso,2,209,418
69476,23/12/2019,Ribeirão Shopping,Chinelo Estampa,5,74,370
69476,23/12/2019,Ribeirão Shopping,Relógio Listrado,3,218,654
69477,23/12/2019,Bourbon Shopping SP,Chinelo Estampa,4,74,296
69478,23/12/2019,Rio Mar Recife,Polo,3,130,390
69480,23/12/2019,Parque Dom Pedro Shopping,Gorro,4,80,320
69481,23/12/2019,Rio Mar Shopping Fortaleza,Camisa Gola V Liso,1,118,118
69481,23/12/2019,Rio Mar Shopping Fortaleza,Gorro Estampa,4,93,372
69484,23/12/2019,Shopping Vila Velha,Sunga Listrado,3,114,342
69485,23/12/2019,Iguatemi Campinas,Camisa Gola V Linho,3,145,435
69486,23/12/2019,Shopping Vila Velha,Polo,3,130,390
69487,23/12/2019,Salvador Shopping,Short Xadrez,4,100,400
69488,23/12/2019,Rio Mar Recife,Bermuda Linho,1,195,195
69489,23/12/2019,Shopping SP Market,Casaco Listrado,2,269,538
69489,23/12/2019,Shopping SP Market,Cinto Linho,5,248,1240
69490,23/12/2019,Passei das Águas Shopping,Tênis Linho,2,294,588
69492,23/12/2019,Shopping Center Interlagos,Gorro Linho,5,124,620
69492,23/12/2019,Shopping Center Interlagos,Casaco Estampa,2,256,512
69492,23/12/2019,Shopping Center Interlagos,Relógio Estampa,1,219,219
69492,23/12/2019,Shopping Center Interlagos,Pulseira,1,70,70
69493,23/12/2019,Passei das Águas Shopping,Meia,2,30,60
69495,23/12/2019,Salvador Shopping,Sapato Linho,3,391,1173
69495,23/12/2019,Salvador Shopping,Pulseira Liso,5,87,435
69496,23/12/2019,Shopping Vila Velha,Cinto Listrado,2,214,428
69496,23/12/2019,Shopping Vila Velha,Cueca Linho,2,93,186
69496,23/12/2019,Shopping Vila Velha,Pulseira Liso,1,87,87
69496,23/12/2019,Shopping Vila Velha,Camisa Liso,1,105,105
69496,23/12/2019,Shopping Vila Velha,Mochila Linho,3,311,933
69496,23/12/2019,Shopping Vila Velha,Terno Liso,2,720,1440
69496,23/12/2019,Shopping Vila Velha,Cueca Listrado,2,67,134
69496,23/12/2019,Shopping Vila Velha,Bermuda Linho,1,195,195
69497,23/12/2019,Passei das Águas Shopping,Cinto,2,200,400
69499,23/12/2019,Shopping Center Leste Aricanduva,Terno Estampa,4,706,2824
69499,23/12/2019,Shopping Center Leste Aricanduva,Calça Liso,5,190,950
69500,23/12/2019,Shopping Center Interlagos,Relógio Linho,1,240,240
69501,23/12/2019,Iguatemi Esplanada,Casaco Estampa,2,256,512
69501,23/12/2019,Iguatemi Esplanada,Chinelo Linho,2,105,210
69502,23/12/2019,Passei das Águas Shopping,Bermuda Linho,2,195,390
69502,23/12/2019,Passei das Águas Shopping,Meia Linho,4,78,312
69504,23/12/2019,Shopping União de Osasco,Sunga Listrado,1,114,114
69505,23/12/2019,Rio Mar Shopping Fortaleza,Gorro Estampa,1,93,93
69506,23/12/2019,Shopping Eldorado,Tênis Listrado,2,262,524
69506,23/12/2019,Shopping Eldorado,Relógio Linho,1,240,240
69506,23/12/2019,Shopping Eldorado,Terno Xadrez,1,709,709
69508,23/12/2019,Palladium Shopping Curitiba,Polo Linho,2,176,352
69508,23/12/2019,Palladium Shopping Curitiba,Cueca,1,50,50
69509,23/12/2019,Shopping União de Osasco,Cueca Estampa,3,66,198
69509,23/12/2019,Shopping União de Osasco,Calça Estampa,4,177,708
69510,23/12/2019,Shopping Midway Mall,Gorro,2,80,160
69510,23/12/2019,Shopping Midway Mall,Tênis Estampa,1,256,256
69511,23/12/2019,Shopping Eldorado,Relógio Xadrez,2,214,428
69512,23/12/2019,Shopping Vila Velha,Calça Xadrez,2,185,370
69513,23/12/2019,Center Shopping Uberlândia,Camisa Gola V Estampa,2,118,236
69513,23/12/2019,Center Shopping Uberlândia,Camiseta Estampa,3,196,588
69513,23/12/2019,Center Shopping Uberlândia,Tênis Estampa,1,256,256
69514,23/12/2019,Shopping Eldorado,Camiseta Listrado,1,197,197
69514,23/12/2019,Shopping Eldorado,Terno,3,700,2100
69517,23/12/2019,Palladium Shopping Curitiba,Cueca Liso,2,69,138
69517,23/12/2019,Palladium Shopping Curitiba,Cinto,2,200,400
69517,23/12/2019,Palladium Shopping Curitiba,Bermuda Xadrez,1,155,155
69517,23/12/2019,Palladium Shopping Curitiba,Casaco Listrado,2,269,538
69518,23/12/2019,Shopping Center Leste Aricanduva,Bermuda Linho,1,195,195
69519,23/12/2019,Shopping Barra,Camisa,2,100,200
69520,23/12/2019,Shopping Morumbi,Polo Listrado,2,149,298
69520,23/12/2019,Shopping Morumbi,Calça,3,170,510
69520,23/12/2019,Shopping Morumbi,Tênis Liso,1,266,266
69520,23/12/2019,Shopping Morumbi,Chinelo Linho,1,105,105
69521,23/12/2019,Shopping SP Market,Meia Linho,1,78,78
69521,23/12/2019,Shopping SP Market,Tênis Estampa,1,256,256
69521,23/12/2019,Shopping SP Market,Camisa Listrado,5,108,540
69522,23/12/2019,Shopping União de Osasco,Meia Estampa,3,50,150
69522,23/12/2019,Shopping União de Osasco,Bermuda,4,150,600
69523,23/12/2019,Ribeirão Shopping,Cinto,1,200,200
69524,23/12/2019,Norte Shopping,Chinelo Listrado,1,73,73
69525,23/12/2019,Shopping Eldorado,Chinelo Linho,2,105,210
69526,23/12/2019,Shopping Vila Velha,Sunga Listrado,3,114,342
69526,23/12/2019,Shopping Vila Velha,Meia Xadrez,1,41,41
69528,23/12/2019,Shopping SP Market,Casaco Xadrez,4,259,1036
69528,23/12/2019,Shopping SP Market,Cinto Listrado,2,214,428
69528,23/12/2019,Shopping SP Market,Meia Listrado,3,37,111
69529,23/12/2019,Iguatemi Campinas,Sapato Linho,1,391,391
69530,23/12/2019,Shopping Recife,Cinto Estampa,1,209,209
69530,23/12/2019,Shopping Recife,Camisa Gola V Estampa,3,118,354
69531,23/12/2019,Iguatemi Campinas,Sapato Listrado,1,363,363
69531,23/12/2019,Iguatemi Campinas,Camisa Gola V Xadrez,1,107,107
69532,23/12/2019,Ribeirão Shopping,Camisa Xadrez,2,105,210
69533,23/12/2019,Rio Mar Shopping Fortaleza,Sunga Linho,3,149,447
69533,23/12/2019,Rio Mar Shopping Fortaleza,Bermuda,1,150,150
69533,23/12/2019,Rio Mar Shopping Fortaleza,Cueca Listrado,4,67,268
69533,23/12/2019,Rio Mar Shopping Fortaleza,Pulseira Linho,1,114,114
69534,23/12/2019,Shopping Iguatemi Fortaleza,Cueca,2,50,100
69534,23/12/2019,Shopping Iguatemi Fortaleza,Chinelo Listrado,2,73,146
69535,23/12/2019,Iguatemi Esplanada,Casaco Linho,1,299,299
69536,23/12/2019,Center Shopping Uberlândia,Sunga Xadrez,2,116,232
69536,23/12/2019,Center Shopping Uberlândia,Gorro Estampa,1,93,93
69537,23/12/2019,Passei das Águas Shopping,Sunga Liso,1,114,114
69538,23/12/2019,Shopping Iguatemi Fortaleza,Pulseira Xadrez,2,87,174
69539,23/12/2019,Norte Shopping,Pulseira Estampa,2,87,174
69541,23/12/2019,Shopping Vila Velha,Sapato Liso,3,368,1104
69541,23/12/2019,Shopping Vila Velha,Tênis Xadrez,4,259,1036
69542,23/12/2019,Shopping SP Market,Camiseta Listrado,3,197,591
69542,23/12/2019,Shopping SP Market,Camisa Estampa,1,113,113
69542,23/12/2019,Shopping SP Market,Camisa Linho,1,141,141
69544,23/12/2019,Novo Shopping Ribeirão Preto,Tênis Estampa,3,256,768
69544,23/12/2019,Novo Shopping Ribeirão Preto,Gorro Xadrez,1,85,85
69545,23/12/2019,Shopping Barra,Tênis,2,250,500
69546,23/12/2019,Shopping Eldorado,Short Estampa,3,96,288
69549,23/12/2019,Salvador Shopping,Bermuda Linho,1,195,195
69550,23/12/2019,Rio Mar Shopping Fortaleza,Calça,2,170,340
69550,23/12/2019,Rio Mar Shopping Fortaleza,Camisa Linho,2,141,282
69550,23/12/2019,Rio Mar Shopping Fortaleza,Gorro Estampa,2,93,186
